Aspects,Key Area,,No,Requirement,Keterangan ,Sample
,,,13,Memiliki monitoring tools perangkat jaringan,"Harus ada monitoring tools yang digunakan untuk memantau perangkat jaringan guna memastikan ketersediaan, kinerja, dan keamanan jaringan selalu optimal. Monitoring tools ini harus mampu memberikan notifikasi proaktif terkait potensi masalah pada perangkat jaringan, seperti utilisasi bandwidth, kesehatan perangkat, dan gangguan. Monitoring tools ini juga membantu tim support dalam troubleshooting dan memberikan data analitik untuk optimasi jaringan.","- Screenshot atau dokumentasi dari monitoring tools yang digunakan untuk memantau perangkat jaringan, termasuk fitur monitoring yang tersedia
- Bukti konfigurasi notifikasi proaktif yang menunjukkan setting alert pada perangkat jaringan
- Laporan monitoring yang menunjukkan hasil pemantauan performa jaringan secara berkala
- Dokumentasi prosedur troubleshooting berdasarkan data yang dihasilkan oleh monitoring tools, termasuk langkah-langkah penyelesaian masalah"
,P2.3 Konfigurasi Perangkat,,1,"Memiliki standarisasi inisialisasi konfig (Simple Network Management Protocol (SNMP), Network Time Protocol (NTP), Syslog, AAA (Authentication, Authorization, Accounting) Server)","Harus ada standarisasi inisialisasi konfigurasi untuk perangkat jaringan, mencakup konfigurasi SNMP, NTP, Syslog, dan AAA Server untuk memastikan monitoring, sinkronisasi waktu, logging, serta manajemen akses dilakukan secara konsisten di seluruh perangkat. Standarisasi ini penting untuk menjaga keamanan dan keandalan jaringan, serta mendukung troubleshooting dan auditing.","- Dokumen standarisasi konfigurasi yang mencakup SNMP, NTP, Syslog, dan AAA Server
- Screenshot atau bukti konfigurasi yang diterapkan pada perangkat jaringan
- Laporan audit yang memastikan kepatuhan terhadap standarisasi konfigurasi pada seluruh perangkat
- Dokumentasi prosedur inisialisasi konfigurasi untuk setiap perangkat baru yang ditambahkan ke jaringan"
,,,2,Memiliki naming convention untuk perangkat dan labeling pada perangkat,"Harus ada naming convention untuk perangkat jaringan dan labeling fisik pada perangkat untuk memudahkan identifikasi, pemeliharaan, dan troubleshooting. Naming convention membantu dalam mengidentifikasi lokasi, fungsi, atau tipe perangkat secara cepat, sedangkan labeling fisik memberikan visibilitas di lapangan untuk personel yang bekerja langsung dengan perangkat.","- Dokumen naming convention yang mencakup aturan penamaan perangkat berdasarkan lokasi, tipe, dan fungsi
- Bukti penerapan labeling fisik pada perangkat jaringan, seperti foto perangkat dengan label yang sesuai
- Laporan audit yang memastikan penerapan naming convention dan labeling sesuai standar
- Dokumentasi prosedur penamaan dan pelabelan perangkat, serta panduan penggunaannya"
,,,3,"Memiliki konfigurasi auto backup yang di kirim ke server dengan metode SSH File Transfer Protocol (SFTP), File Transfer Protocol Secure (FTPS), atau file transfer secure lainya secara periodik (daily backup ataupun ketika ada perubahan)","Harus ada konfigurasi auto backup untuk perangkat jaringan yang secara periodik mengirimkan backup konfigurasi ke server menggunakan metode SFTP, FTPS, atau metode file transfer aman lainnya. Auto backup ini dilakukan secara harian atau setiap kali ada perubahan konfigurasi untuk memastikan bahwa konfigurasi selalu up-to-date dan dapat dipulihkan dengan cepat jika terjadi gangguan.","- Screenshot atau bukti konfigurasi auto backup pada perangkat jaringan, termasuk pengaturan untuk metode transfer menggunakan SFTP, FTPS, atau lainnya
- Laporan hasil backup periodik yang menunjukkan keberhasilan pengiriman file konfigurasi ke server
- Laporan audit yang memastikan kepatuhan terhadap jadwal backup periodik dan validasi bahwa file backup telah diterima di server
- Dokumentasi prosedur recovery dari file backup jika diperlukan untuk pemulihan konfigurasi perangkat"
,P2.4 Load Balancer,,1,Memiliki standarisasi penamaan Virtual Server dan Pool Member,"Harus ada standarisasi penamaan untuk Virtual Server dan Pool Member guna memastikan identifikasi yang konsisten dan memudahkan dalam monitoring, pemeliharaan, serta troubleshooting. Standarisasi penamaan ini harus mencakup informasi seperti lokasi, fungsi, jenis layanan, dan identifikasi unik yang memudahkan dalam mengenali server dan pool member secara cepat dan tepat.","- Dokumen standarisasi penamaan yang mencakup aturan penamaan untuk Virtual Server dan Pool Member
- Screenshot atau bukti penerapan standarisasi penamaan di Virtual Server dan Pool Member yang ada
- Laporan hasil audit yang menunjukkan kepatuhan terhadap standarisasi penamaan
- Dokumentasi prosedur pembuatan Virtual Server dan Pool Member dengan panduan penamaan yang sesuai"
,,,2,"Health Check Pool Member menggunakan Layer 7 (services) untuk aplikasi yang berbasis web, dan Layer 4 tcp_half_open","Harus ada konfigurasi Health Check Pool Member yang menggunakan Layer 7 (services) untuk aplikasi berbasis web dan Layer 4 (tcp_half_open) untuk jenis koneksi lainnya. Health Check ini memastikan bahwa Pool Member berfungsi dengan baik dan siap melayani permintaan user sesuai dengan jenis aplikasinya. Layer 7 digunakan untuk pemeriksaan yang lebih spesifik pada layanan aplikasi, sedangkan Layer 4 digunakan untuk memastikan ketersediaan koneksi.","- Screenshot atau bukti konfigurasi Health Check Pool Member di sistem yang menunjukkan penggunaan Layer 7 dan Layer 4 sesuai kebutuhan
- Laporan hasil monitoring atau Health Check yang menunjukkan status Pool Member dalam kondisi baik
- Dokumentasi konfigurasi Health Check untuk Pool Member beserta penjelasan metode yang digunakan (Layer 7 atau Layer 4)
- Bukti hasil audit yang menunjukkan kepatuhan terhadap konfigurasi Health Check yang sesuai standar"
,,,3,Memiliki redundansi box dengan konfigurasi active-standby per site dan menggunakan konfigurasi VLAN Fail safe,Harus ada redundansi box dengan konfigurasi active-standby di setiap lokasi (site) untuk memastikan ketersediaan layanan ketika terjadi gangguan pada box utama. Redundansi ini harus didukung oleh konfigurasi VLAN Fail Safe yang memungkinkan pengalihan (failover) dengan cepat dan memastikan tidak ada gangguan pada jaringan ketika terjadi kegagalan pada box aktif.,"- Dokumentasi arsitektur yang menunjukkan redundansi box dengan konfigurasi active-standby per site
- Bukti konfigurasi VLAN Fail Safe yang diterapkan pada box untuk memastikan failover berjalan dengan lancar
- Laporan hasil pengujian failover dari box aktif ke box standby
- Foto atau bukti fisik dari perangkat yang menunjukkan keberadaan box redundan di setiap site"
,,,4,"Memiliki monitoring tools untuk memonitor synchronization status, SSL expiry, status virtual server, status domain name dan pool member","Harus ada monitoring tools yang digunakan untuk memantau synchronization status, SSL expiry, status virtual server, status domain name, dan pool member guna memastikan infrastruktur tetap dalam kondisi optimal dan memenuhi persyaratan keamanan serta kelangsungan layanan. Monitoring ini harus mencakup notifikasi proaktif untuk SSL expiry dan synchronization issues agar tindakan dapat segera diambil.","- Screenshot atau dokumentasi dari monitoring tools yang digunakan untuk memantau synchronization status, SSL expiry, status virtual server, status domain name, dan pool member
- Bukti konfigurasi notifikasi proaktif terkait SSL expiry dan synchronization status
- Laporan monitoring yang menunjukkan hasil pemantauan untuk semua komponen yang dimonitor
- Dokumentasi prosedur penggunaan monitoring tools beserta langkah-langkah untuk mengatasi peringatan yang diterima"
,,,5,Melakukan assessment terhadap release CVE (Common Vulnerabilities and Exposures) agar selanjutnya dapat di-apply sesuai dengan kebutuhan,"Harus melakukan assessment terhadap CVE yang baru dirilis untuk menentukan tingkat risiko dan relevansi terhadap lingkungan infrastruktur yang ada. Assessment ini memastikan bahwa langkah mitigasi, seperti patching atau penyesuaian konfigurasi, dilakukan sesuai kebutuhan untuk melindungi sistem dari ancaman yang diidentifikasi.","- Dokumen hasil assessment CVE yang mencakup analisis risiko dan rekomendasi tindakan mitigasi
- Laporan hasil implementasi mitigasi yang sesuai dengan assessment CVE
- Bukti audit yang memastikan CVE yang relevan telah dianalisis dan diterapkan jika diperlukan
- Screenshot atau bukti konfigurasi yang menunjukkan penerapan mitigasi terkait CVE pada perangkat jaringan atau server"
,,,6,Melakukan hardening port lockdown pada self IP,"Harus melakukan hardening port lockdown pada self IP untuk meningkatkan keamanan dengan meminimalkan jumlah port yang terbuka. Port lockdown memastikan hanya port-port yang diperlukan yang tetap terbuka, sehingga mengurangi potensi risiko serangan terhadap infrastruktur.","- Screenshot atau bukti konfigurasi hardening port lockdown pada self IP, termasuk daftar port yang dibiarkan terbuka
- Laporan hasil audit keamanan yang menunjukkan bahwa port-port yang terbuka telah melalui proses validasi dan hanya port yang dibutuhkan yang dibiarkan aktif
- Dokumentasi prosedur hardening self IP beserta panduan dalam melakukan lockdown pada port yang tidak diperlukan
- Bukti hasil uji coba atau penetration testing yang menunjukkan efektivitas port lockdown dalam mengurangi potensi risiko"
,,,7,Membuat Konfigurasi Global Traffic Manager (GTM) dalam 1 cluster yang sama,"Harus ada konfigurasi Global Traffic Manager (GTM) dalam satu cluster untuk memastikan ketersediaan dan distribusi beban secara optimal antar situs atau server yang berbeda. GTM dalam satu cluster memungkinkan manajemen lalu lintas global yang lebih efisien, memastikan bahwa permintaan user diarahkan ke server yang paling tepat berdasarkan lokasi, performa, dan ketersediaan.","- Screenshot atau bukti konfigurasi GTM dalam satu cluster yang menunjukkan hubungan antar node atau situs
- Dokumentasi arsitektur GTM yang menjelaskan topologi, node cluster, dan distribusi lalu lintas
- Laporan hasil pengujian failover dan load balancing pada cluster GTM
- Dokumentasi prosedur konfigurasi GTM, termasuk langkah-langkah penyiapan dan monitoring performa cluster"
,,,8,Melakukan Health Check antara Global Traffic Manager (GTM) dan Local Traffic Manager (LTM) menggunakan metode i-Query,"Harus ada Health Check antara Global Traffic Manager (GTM) dan Local Traffic Manager (LTM) yang dilakukan menggunakan metode i-Query untuk memastikan bahwa GTM dan LTM selalu dalam kondisi sinkron dan siap melayani permintaan user. i-Query memungkinkan GTM dan LTM untuk berkomunikasi secara real-time, sehingga status ketersediaan dan performa setiap node dapat dipantau dan dikelola dengan lebih efektif.","- Screenshot atau bukti konfigurasi Health Check antara GTM dan LTM menggunakan i-Query
- Laporan hasil monitoring yang menunjukkan status Health Check antara GTM dan LTM secara real-time
- Dokumentasi prosedur konfigurasi Health Check menggunakan i-Query untuk memastikan kedua manajer lalu lintas selalu dalam kondisi sinkron
- Bukti audit yang memastikan Health Check antara GTM dan LTM berfungsi sebagaimana mestinya dan ada notifikasi jika terjadi kegagalan"
,P2.5 IP Telephony,,1,"Seluruh perangkat IP Telephony menggunakan versi OS, Firmware, & Device yang masih di support prinsipal","Harus memastikan bahwa seluruh perangkat IP Telephony menggunakan versi OS, Firmware, dan Device yang masih didukung oleh principal untuk memastikan keamanan, kinerja, dan dukungan teknis dari vendor. Dukungan dari principal sangat penting agar perangkat selalu mendapatkan pembaruan keamanan dan perbaikan bug.","- Daftar perangkat IP Telephony beserta versi OS dan firmware yang digunakan, termasuk bukti bahwa perangkat tersebut masih didukung oleh principal
- Bukti konfigurasi perangkat yang menunjukkan versi OS dan firmware yang digunakan
- Laporan audit yang memastikan kepatuhan penggunaan perangkat dengan dukungan aktif dari principal
- Tautan atau dokumentasi dari principal yang menunjukkan status dukungan untuk perangkat tersebut"
,,,2,Memiliki Session Broder Controller (SBC) atau Media Gateway sebagai pemisah antara jaringan provider dan PABX,"Harus memiliki Session Border Controller (SBC) atau Media Gateway untuk memisahkan jaringan provider dan PABX, guna memastikan keamanan dan pengelolaan komunikasi yang lebih baik. SBC atau Media Gateway berfungsi sebagai pengaman, mengontrol lalu lintas, dan memberikan enkripsi komunikasi antara jaringan provider dan sistem telepon internal (PABX).","- Dokumentasi arsitektur jaringan yang menunjukkan keberadaan SBC atau Media Gateway sebagai pemisah antara jaringan provider dan PABX
- Screenshot atau bukti konfigurasi SBC/Media Gateway yang menunjukkan pengaturan pemisahan jaringan
- Laporan audit yang memastikan keberadaan dan fungsi SBC atau Media Gateway dalam pengelolaan komunikasi
- Foto atau bukti fisik dari perangkat SBC atau Media Gateway yang digunakan di lokasi"
,,,3,Memiliki redundansi PABX dan recording,"Harus ada redundansi PABX dan recording untuk memastikan ketersediaan layanan dan data rekaman pada saat terjadi kegagalan pada sistem utama. Redundansi ini memungkinkan failover ke sistem cadangan, memastikan layanan telepon dan rekaman komunikasi tetap berjalan tanpa gangguan.","- Dokumentasi arsitektur sistem yang menunjukkan redundansi PABX dan sistem recording
- Laporan hasil pengujian failover dari PABX utama ke cadangan
- Bukti keberadaan server recording cadangan yang siap digunakan dalam keadaan darurat
- Dokumentasi prosedur failover dan pemeliharaan untuk memastikan sistem PABX dan recording selalu tersedia"
,,,4,Memiliki recording untuk komunikasi yang bersifat transaksional,"Harus ada recording untuk komunikasi yang bersifat transaksional guna memastikan adanya rekaman dari setiap transaksi yang dilakukan melalui sistem telepon. Rekaman ini diperlukan untuk keperluan audit, kepatuhan, dan penyelesaian sengketa apabila terjadi permasalahan.","- Bukti konfigurasi sistem recording yang menunjukkan pengaturan untuk komunikasi transaksional
- Laporan hasil audit yang memastikan bahwa seluruh komunikasi transaksional telah direkam
- Screenshot dari sistem recording yang menunjukkan daftar rekaman yang relevan
- Dokumentasi prosedur untuk akses dan penyimpanan rekaman, termasuk jangka waktu retensi rekaman untuk kepentingan audit dan compliance"
P3 End Points,P3.1 Standarisasi Perangkat,,1,"Memiliki standarisasi Minimal processor, memory dan Disk ","Harus ada standarisasi minimal processor, memory, dan disk yang digunakan pada setiap perangkat jaringan untuk memastikan konsistensi performa dan kapasitas yang memadai. Standarisasi ini harus disesuaikan dengan kebutuhan operasional dan aplikasi yang dijalankan pada perangkat, sehingga memastikan bahwa setiap perangkat memiliki spesifikasi yang memadai untuk menjalankan tugasnya dengan optimal.","- Daftar perangkat beserta keterangan spesifikasi processor, memory dan disk"
,,,2,Menggunakan minimal OS yang belum EoS,Harus menggunakan minimal OS yang belum mencapai End of Support (EoS) untuk memastikan adanya pembaruan keamanan dan dukungan teknis dari vendor. Penggunaan OS yang masih didukung oleh vendor sangat penting untuk menghindari kerentanan keamanan dan memastikan keandalan sistem operasional.,"- Dokumentasi OS yang Digunakan: Dokumen yang mencatat versi OS yang digunakan di seluruh infrastruktur.
- Daftar OS yang Belum EoS: Dokumen yang mencantumkan daftar OS yang masih dalam masa dukungan (belum EoS) dari vendor.
- Prosedur Pemantauan EoS: Dokumen yang menjelaskan langkah-langkah dan prosedur untuk memantau status dukungan OS dan memastikan tidak ada OS yang digunakan setelah EoS."
,,,3,Perangkat sudah Join Domain,"Harus memastikan bahwa perangkat jaringan telah join domain untuk memastikan keamanan dan manajemen yang lebih baik. Join domain memungkinkan pengelolaan perangkat secara terpusat, penerapan kebijakan keamanan, serta otentikasi pengguna yang terpusat.","- Daftar Perangkat yang Join Domain: Dokumen yang mencatat semua perangkat yang telah bergabung dengan domain, termasuk detail seperti nama perangkat, alamat IP, dan pengguna yang bertanggung jawab."
,,,4,Terinstall Agent Desktop Mgt,"Harus memastikan bahwa perangkat telah terinstall Agent Desktop Management untuk memudahkan pengelolaan dan pemantauan perangkat secara terpusat. Agent Desktop Management memungkinkan pengelolaan inventaris, pembaruan perangkat, serta troubleshooting yang lebih efektif dan efisien.","- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Desktop Management 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Desktop Management 
- Dokumentasi prosedur instalasi dan penggunaan Agent Desktop Management untuk perangkat jaringan 
- Hasil monitoring yang menunjukkan status perangkat yang terinstall Agent Desktop Management"
,,,5,Terinstall Agent Anti Virus,Harus memastikan bahwa perangkat jaringan telah terinstall Agent Anti Virus untuk melindungi perangkat dari serangan malware dan virus. Agent Anti Virus ini harus selalu up-to-date dan aktif untuk memastikan perlindungan yang optimal terhadap ancaman keamanan yang ada.,"- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Anti Virus 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Anti Virus 
- Dokumentasi prosedur instalasi dan pembaruan Agent Anti Virus untuk perangkat jaringan 
- Hasil monitoring yang menunjukkan status perangkat yang terinstall Agent Anti Virus"
,,,6,Terinstall Agent Data Loss Prevention,"Harus memastikan bahwa perangkat jaringan telah terinstall Agent Data Loss Prevention untuk mencegah kebocoran data dan melindungi informasi sensitif dari akses yang tidak sah. Agent Data Loss Prevention ini harus dapat mendeteksi, mencegah, dan melaporkan aktivitas yang mencurigakan atau melanggar kebijakan keamanan yang telah ditetapkan.","- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Data Loss Prevention 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Data Loss Prevention 
- Dokumentasi prosedur instalasi dan penggunaan Agent Data Loss Prevention untuk perangkat jaringan     "
,,,7,Terinstall Agent Endpoint Detection Response,"Harus memastikan bahwa perangkat jaringan telah terinstall Agent Endpoint Detection Response (EDR) untuk mendeteksi, mencegah, dan merespons ancaman keamanan pada endpoint. Agent EDR ini memungkinkan deteksi dini terhadap serangan malware, ransomware, dan ancaman lainnya, serta memberikan respons cepat untuk mengisolasi dan mengatasi ancaman yang terdeteksi.","- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Endpoint Detection Response 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Endpoint Detection Response 
- Dokumentasi prosedur instalasi dan penggunaan Agent Endpoint Detection Response untuk perangkat jaringan"
,,,8,Terinstall Agent Network Access Control,"Harus memastikan bahwa perangkat jaringan telah terinstall Agent Network Access Control (NAC) untuk mengontrol akses jaringan dan perangkat yang terhubung ke jaringan. Agent NAC ini memungkinkan pengelolaan akses yang lebih ketat, penerapan kebijakan keamanan, serta deteksi perangkat yang tidak sah atau tidak terotorisasi yang mencoba mengakses jaringan.    ","- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Network Access Control 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Network Access Control 
- Dokumentasi prosedur instalasi dan penggunaan Agent Network Access Control untuk perangkat jaringan"
,,,9,Terinstall Agent Local Administrator Password Solution,"Harus memastikan bahwa perangkat telah terinstall Agent Local Administrator Password Solution untuk mengelola dan mengamankan password administrator lokal pada perangkat. Agent Local Administrator Password Solution memungkinkan rotasi password secara otomatis, penyimpanan password yang aman, serta audit trail untuk memantau penggunaan password administrator.","- Bukti konfigurasi perangkat yang menunjukkan telah terinstall Agent Local Administrator Password Solution 
- Laporan audit yang memastikan kepatuhan perangkat dalam penggunaan Agent Local Administrator Password Solution 
- Dokumentasi prosedur instalasi dan penggunaan Agent Local Administrator Password Solution untuk perangkat jaringan"
,P3.2 Standarisasi Mobile Device,,1,Menggunakan minimal OS yang belum EoS,Harus menggunakan minimal OS yang belum mencapai End of Support (EoS) untuk memastikan adanya pembaruan keamanan dan dukungan teknis dari vendor. Penggunaan OS yang masih didukung oleh vendor sangat penting untuk menghindari kerentanan keamanan dan memastikan keandalan sistem operasional.,"- Daftar perangkat jaringan beserta versi OS yang digunakan, termasuk bukti bahwa perangkat tersebut masih mendapatkan dukungan dari vendor 
- Bukti konfigurasi perangkat yang menunjukkan versi OS yang digunakan - Laporan audit yang memastikan kepatuhan penggunaan perangkat dengan versi yang didukung 
- Tautan atau dokumentasi dari vendor yang menunjukkan status dukungan untuk perangkat tersebut"
,,,2,"Dapat memblokir pengiriman file keluar dari work profile (Bluetooth, USB, SD Card)","Harus dapat memblokir pengiriman file keluar dari work profile (Bluetooth, USB, SD Card) untuk mencegah kebocoran data dan melindungi informasi sensitif dari akses yang tidak sah.","- Daftar perangkat Input / Output yang diblokir dan tidak diblokir 

- Bukti konfigurasi perangkat yang menunjukkan perangkat yang diblokir

- Tautan atau dokumentasi dari vendor yang menunjukkan status dukungan untuk perangkat tersebut"
,,,3,Membuat whitelist dan blacklist akses web di work profile,Harus membuat whitelist dan blacklist akses web di work profile untuk mengontrol akses pengguna ke situs web yang diizinkan atau diblokir. Whitelist dan blacklist ini membantu dalam mengelola keamanan dan produktivitas pengguna dengan membatasi akses ke situs yang tidak relevan atau berbahaya.,"- Daftar website yang diblokir dan tidak diblokir 

- Bukti konfigurasi Palo Alto Networks list website yang diblokir"
,,,4,Terinstall aplikasi internal latest version,"Harus memastikan bahwa perangkat mobile telah terinstall aplikasi internal versi terbaru untuk memastikan keamanan, kinerja, dan fungsionalitas yang optimal. Aplikasi internal yang selalu diperbarui dapat mengurangi risiko keamanan dan memastikan bahwa pengguna selalu menggunakan versi terbaru dengan fitur-fitur terbaru yang tersedia.","- Daftar aplikasi yang harus diperiksan dan diupdate secara berkala

- Bukti konfigurasi forescout bahwa melakukan pemeriksaan versi aplikasi

- Tautan atau dokumentasi dari vendor yang menunjukkan status dukungan untuk aplikasi tersebut apabila ada"
,,,5,Dapat memblokir fitur screenshot di work profile,Harus dapat memblokir fitur screenshot di work profile untuk mencegah penggunaan fitur screenshot yang tidak diinginkan dan melindungi informasi sensitif dari kebocoran.,"- Bukti konfigurasi forescout yang menunjukan blokir screenshoot pada device tersebut

- Tautan atau dokumentasi dari vendor yang menunjukkan status dukungan untuk aplikasi tersebut apabila ada"
,P3.3 Desktop Management,,1,Memiliki feature untuk Inventory Hardware dan Software,"Harus memiliki fitur untuk mengidentifikasi dan mencatat inventaris perangkat keras dan perangkat lunak yang digunakan pada setiap komputer karyawan. Fitur ini memudahkan pengelolaan aset IT, pemantauan lisensi perangkat lunak, serta identifikasi perangkat yang memerlukan pembaruan atau perbaikan.","- Bukti hasil inventory hardware dan software yang mencakup daftar perangkat keras dan perangkat lunak yang digunakan  
- Dokumentasi prosedur penggunaan fitur inventory untuk mengelola aset IT dan lisensi perangkat lunak"
,,,2,Memiliki feature untuk Distribution Software,"Harus memiliki fitur untuk mendistribusikan perangkat lunak ke komputer karyawan secara otomatis atau remote. Fitur ini memudahkan pengelolaan perangkat lunak, pembaruan aplikasi, serta penerapan kebijakan keamanan pada setiap komputer dalam jaringan.","- Bukti hasil distribusi perangkat lunak yang mencakup daftar aplikasi yang didistribusikan ke komputer karyawan 
- Dokumentasi prosedur distribusi perangkat lunak secara otomatis atau remote"
,,,3,Memiliki feature untuk Remote Control,"Harus memiliki fitur untuk mengontrol komputer karyawan secara remote, termasuk troubleshooting, konfigurasi, dan pemecahan masalah. Fitur ini memungkinkan tim IT untuk memberikan dukungan teknis tanpa harus berada di lokasi fisik, sehingga mempercepat resolusi masalah dan meningkatkan efisiensi operasional.","- Bukti konfigurasi yang menunjukkan komputer dapat dikontrol secara jarak jauh 

- Dokumentasi prosedur remote control pada komputer"
,,,4,Memiliki feature untuk Application Control,Harus memiliki fitur untuk mengontrol aplikasi yang diizinkan atau diblokir pada komputer karyawan. Fitur ini memungkinkan pengelolaan keamanan dan produktivitas dengan membatasi akses ke aplikasi yang tidak relevan atau berbahaya.,"- Bukti konfigurasi yang menunjukkan komputer diizinkan dan diblokir pada komputer karyawan

- Dokumentasi prosedur application control pada komputer"
,P3.4 Active Directory,,1,"Memiliki sebuah forest root domain dan minimal sebuah child domain, dimana proses otentikasi hanya terjadi pada child domain (untuk kebutuhan umum)",Harus memiliki struktur Active Directory yang terdiri dari minimal satu forest root domain dan satu child domain. Proses otentikasi pengguna hanya terjadi pada child domain untuk memisahkan hak akses dan kebijakan keamanan antara unit bisnis atau lokasi yang berbeda.,"- Dokumen desain struktur Active Directory yang mencakup forest root domain dan child domain 
- Bukti konfigurasi proses otentikasi yang hanya terjadi pada child domain"
,,,2,Pada masing masing domain memiliki minimal 1 server pada masing masing lebih dari 1 site datacenter,"Harus memiliki minimal satu server domain controller pada setiap domain yang ada, terutama pada setiap site data center yang dimiliki. Server domain controller ini bertanggung jawab untuk mengelola otentikasi pengguna, kebijakan keamanan, dan manajemen domain pada lokasi yang berbeda.","- Dokumen arsitektur server domain controller yang mencakup jumlah server pada masing-masing domain dan site data center 
- Bukti keberadaan server domain controller pada setiap domain dan site data center"
,,,3,"Apabila menggunakan layanan Domain Name System (DNS) diluar Active Directory (AD), piranti tersebut harus dapat melakukan sinkronisasi record dengan Active Directory (AD)",Harus menggunakan layanan DNS yang terintegrasi dengan Active Directory untuk memastikan sinkronisasi record DNS dengan domain controller. Sinkronisasi ini penting untuk memastikan konsistensi dan ketersediaan layanan DNS yang diperlukan oleh AD dan aplikasi yang terhubung.,"- Bukti konfigurasi sinkronisasi record DNS dengan Active Directory
- Dokumentasi prosedur sinkronisasi record DNS dengan domain "
,,,4,Jumlah server memiliki perhitungan kapasitas berdasarkan perhitungan bersama principal,"Harus melakukan perhitungan kapasitas server berdasarkan rekomendasi dari principal atau vendor untuk memastikan performa dan ketersediaan layanan yang optimal. Perhitungan kapasitas ini mencakup aspek seperti CPU, memory, storage, dan jaringan yang diperlukan oleh server untuk menjalankan tugasnya.","- Dokumen perhitungan kapasitas server yang mencakup spesifikasi hardware yang diperlukan 
- Bukti konfigurasi server yang sesuai dengan perhitungan kapasitas"
,,,5,Memiliki backup vm untuk seluruh server Active Directory (AD) dengan jadwal backup minimal 1x per hari dan Retensi backup harus sesuai dengan setting tombstone Active Directory (AD),Harus memiliki backup virtual machine (VM) untuk seluruh server Active Directory dengan jadwal minimal satu kali per hari. Retensi backup harus disesuaikan dengan setting tombstone Active Directory untuk memastikan pemulihan data yang optimal dan sesuai dengan kebutuhan pemulihan yang ada.,"- Dokumen kebijakan perusahaan mengenai backup, termasuk frekuensi, jenis data yang di-backup, serta prosedur pengelolaan dan pengujian backup.

- Bukti bahwa backup dilakukan sesuai dengan jadwal yang ditentukan, termasuk status sukses atau gagal dari setiap proses backup.

- Menyediakan rincian jadwal backup yang dilaksanakan, termasuk kapan backup dilakukan dan server mana yang di-backup.

- Menyediakan informasi tentang kebijakan retensi data, khususnya terkait dengan pengaturan tombstone Active Directory. Ini memastikan bahwa data yang di-backup dapat dipulihkan dalam jangka waktu yang cukup sesuai dengan pengaturan AD."
,,,6,Menggunakan otentikasi pada layanan Active Directory (AD) berdasarkan namespace domain,Harus menggunakan otentikasi pada layanan Active Directory berdasarkan namespace domain untuk memastikan pengguna dapat mengakses layanan dengan menggunakan akun domain yang sesuai. Otentikasi ini memungkinkan pengguna untuk mengakses sumber daya yang terdaftar dalam domain yang sama.,"- Dokumen berisi penjelasan kebijakan dan prosedur perusahaan yang mengatur proses autentikasi pengguna dalam Active Directory.

- Penjelasan struktur namespace domain yang digunakan untuk autentikasi, serta bagaimana pengguna diorganisir dan diotentikasi melalui domain tersebut.

- Group Policy Objects (GPO) digunakan untuk mengelola pengaturan autentikasi, keamanan, dan kontrol akses di lingkungan AD.

- Dokumentasi menunjukkan hak akses pengguna dan grup terhadap sumber daya dalam domain, serta bagaimana hak akses tersebut diatur melalui autentikasi domain."
,,,7,Seluruh endpoint dan server harus dapat mengakses layanan otentikasi dan Domain Name System (DNS) dari Active Directory (AD) ,Harus memastikan bahwa seluruh endpoint dan server dapat mengakses layanan otentikasi dan DNS dari Active Directory untuk memastikan ketersediaan layanan dan otentikasi pengguna. Akses ini penting untuk memastikan bahwa pengguna dapat terhubung dan menggunakan sumber daya yang terdaftar dalam AD.,"- Dokumentasi diagram jaringan yang menunjukkan bagaimana endpoint, server, dan layanan Active Directory (termasuk DNS) terhubung.

- Dokumentasi berisi rincian tentang domain controller (DC) yang menyediakan layanan autentikasi dan DNS.

- Dokumentasi berisi Log dan laporan mengenai permintaan DNS dari endpoint dan server yang menggunakan layanan DNS dari Active Directory.

- Dokumentasi firewall yang memungkinkan komunikasi antara endpoint, server, dan layanan AD (termasuk DNS)."
